Date,Entity,Category,Amount_USD,Z_Score,Country,Week_Ending_Date
2025-06-01,TW10,AP,-938.74,-5.947541609719857,TW,2025-06-01
2025-02-03,TW10,AP,-938.5,-5.945904978151265,TW,2025-02-09
2025-02-10,PH10,AP,-822.3,-5.940921563339365,PH,2025-02-16
2025-08-10,TW10,AP,-937.54,-5.9393584518769,TW,2025-08-10
2025-04-18,TH10,AP,-916.45,-5.938367294115294,TH,2025-04-20
2025-07-27,TH10,AP,-916.17,-5.936411748405243,TH,2025-07-27
2025-01-13,ID10,AP,-616.48,-5.933988870880292,ID,2025-01-19
2025-09-21,VN20,AP,-969.39,-5.930355417728974,VN,2025-09-21
2025-02-10,MY10,AP,-861.14,-5.929927314776375,MY,2025-02-16
2025-03-29,ID10,Other receipt,713.03,5.920983621988692,ID,2025-03-30
2025-07-04,TW10,AP,-934.53,-5.918832364287484,TW,2025-07-06
2025-07-25,PH10,AP,-819.4,-5.9183380020291025,PH,2025-07-27
2025-10-20,ID10,AP,-614.94,-5.9182316971611195,ID,2025-10-26
2025-03-31,ID10,AP,-614.94,-5.9182316971611195,ID,2025-04-06
2025-02-28,VN20,AP,-966.42,-5.910772754061429,VN,2025-03-02
2025-07-25,PH10,AP,-818.41,-5.910628441443874,PH,2025-07-27
2025-01-13,MY10,AP,-857.23,-5.900997688969107,MY,2025-01-19
2025-05-22,MY10,AP,-856.65,-5.89670633782634,MY,2025-05-25
2025-06-15,TH10,AP,-910.44,-5.896392902267421,TH,2025-06-15
2025-02-10,VN20,AP,-963.77,-5.893300007017997,VN,2025-02-16
2025-05-23,TW10,AP,-929.47,-5.8843267153830165,TW,2025-05-25
2025-03-21,ID10,AP,-611.6,-5.884057047666291,ID,2025-03-23
2025-08-23,TW10,AP,-929.0,-5.881121645227858,TW,2025-08-24
2025-07-21,TW10,AP,-928.96,-5.88084887329976,TW,2025-07-27
2025-02-14,PH10,AP,-814.17,-5.877609717321282,PH,2025-02-16
2025-03-30,TW10,AP,-928.43,-5.877234645252454,TW,2025-03-30
2025-09-04,PH10,AP,-814.05,-5.876675225129133,PH,2025-09-07
2025-10-24,TH10,AP,-907.32,-5.874602535784,TH,2025-10-26
2025-08-18,TW10,AP,-928.02,-5.874438732989444,TW,2025-08-24
2025-10-27,TW10,AP,-926.21,-5.862095803242984,TW,2025-11-02
2025-06-02,MY10,AP,-851.72,-5.86022985311283,MY,2025-06-08
2025-05-12,TW10,AP,-924.51,-5.850502996298796,TW,2025-05-18
2025-03-03,ID10,AP,-608.05,-5.847733692664302,ID,2025-03-09
2025-02-24,TW10,AP,-924.07,-5.847502505089712,TW,2025-03-02
2025-03-17,TW10,AP,-922.46,-5.836523434983745,TW,2025-03-23
2025-09-29,MY10,AP,-847.77,-5.831004272054336,MY,2025-10-05
2025-04-28,TW10,AP,-921.57,-5.8304542595835525,TW,2025-05-04
2025-07-27,ID10,AP,-606.28,-5.82962317481824,ID,2025-07-27
2025-01-13,ID10,AP,-606.28,-5.82962317481824,ID,2025-01-19
2025-05-10,ID10,AP,-606.28,-5.82962317481824,ID,2025-05-11
2025-08-11,TW10,AP,-921.43,-5.829499557835207,TW,2025-08-17
2025-07-11,VN20,AP,-953.94,-5.8284860057210395,VN,2025-07-13
2025-05-10,TH10,AP,-900.55,-5.827320234151703,TH,2025-05-11
2025-01-13,TW10,AP,-920.99,-5.826499066626123,TW,2025-01-19
2025-02-20,TW10,AP,-920.99,-5.826499066626123,TW,2025-02-23
2025-02-03,VN20,AP,-953.39,-5.8248595865233455,VN,2025-02-09
2025-04-28,TW10,AP,-920.65,-5.824180505237285,TW,2025-05-04
2025-02-17,SS10,AP,-449.58,-5.823649287449757,SS,2025-02-23
2025-08-08,TW10,AP,-920.39,-5.822407487704645,TW,2025-08-10
2025-03-24,VN20,AP,-952.74,-5.820573818380617,VN,2025-03-30
2025-03-10,ID10,Tax payable,-861.9,-5.818755828088059,ID,2025-03-16
2025-01-12,TW10,AP,-919.18,-5.814156136879663,TW,2025-01-12
2025-06-09,TW10,AP,-919.18,-5.814156136879663,TW,2025-06-15
2025-08-10,ID10,Tax payable,-860.84,-5.811198751370179,ID,2025-08-10
2025-02-08,PH10,AP,-804.52,-5.802460970202646,PH,2025-02-09
2025-01-09,SS10,AP,-447.8,-5.799438348518929,SS,2025-01-12
2025-02-24,MY10,AP,-843.45,-5.79904110492201,MY,2025-03-02
2025-06-09,VN20,AP,-949.18,-5.797100995937364,VN,2025-06-15
2025-02-17,MY10,AP,-843.04,-5.796007563596951,MY,2025-02-23
2025-01-10,TW10,AP,-916.38,-5.795062101912764,TW,2025-01-12
2025-03-03,TW10,AP,-916.27,-5.794311979110494,TW,2025-03-09
2025-07-14,TH10,AP,-895.29,-5.790583911170037,TH,2025-07-20
2025-07-14,VN20,AP,-947.78,-5.787870110706872,VN,2025-07-20
2025-03-29,TW10,AP,-915.11,-5.786401593195635,TW,2025-03-30
2025-04-24,TW10,AR,138.53,5.7858145794903315,TW,2025-04-27
2025-04-24,TW10,AP,-914.09,-5.779445909029122,TW,2025-04-27
2025-09-08,VN20,AP,-945.65,-5.773825978177623,VN,2025-09-14
2025-10-12,VN20,AP,-945.51,-5.772902889654573,VN,2025-10-12
2025-09-05,ID10,AP,-600.08,-5.766185202702092,ID,2025-09-07
2025-03-02,ID10,AP,-600.08,-5.766185202702092,ID,2025-03-02
2025-10-27,ID10,AP,-599.13,-5.756464868264939,ID,2025-11-02
2025-10-19,PH10,AP,-798.44,-5.7551133658004385,PH,2025-10-19
2025-08-16,TW10,AP,-910.12,-5.752373295165341,TW,2025-08-17
2025-05-12,ID10,AP,-598.73,-5.752372095870349,ID,2025-05-18
2025-10-26,TW10,AP,-909.4,-5.747463400459567,TW,2025-10-26
2025-05-10,SS10,AP,-443.69,-5.743535562560668,SS,2025-05-11
2025-09-15,TW10,AP,-908.67,-5.742485312771768,TW,2025-09-21
2025-09-08,VN20,AP,-940.32,-5.7386826794072485,VN,2025-09-14
2025-06-23,PH10,AP,-796.16,-5.737358014149612,PH,2025-06-29
2025-07-21,TW10,AP,-907.43,-5.7340293830007125,TW,2025-07-27
2025-02-03,VN20,AP,-939.6,-5.733935367002995,VN,2025-02-09
2025-03-22,TW10,AP,-907.1,-5.7317790145939,TW,2025-03-23
2025-02-28,MY10,AP,-834.09,-5.729787576135302,MY,2025-03-02
2025-03-08,TH10,AP,-885.8,-5.724304879782962,TH,2025-03-09
2025-09-08,PH10,AP,-794.22,-5.722250390376538,PH,2025-09-14
2025-03-31,TW10,AP,-905.25,-5.719163312919342,TW,2025-04-06
2025-10-05,TW10,AP,-904.35,-5.713025944537124,TW,2025-10-05
2025-01-11,TW10,AP,-904.19,-5.711934856824731,TW,2025-01-12
2025-08-31,TW10,AP,-903.12,-5.7046382077480935,TW,2025-08-31
2025-10-06,VN20,AP,-934.37,-5.699451417177655,VN,2025-10-12
2025-04-06,MY10,AP,-829.27,-5.69412496836266,MY,2025-04-06
2025-02-15,ID10,AP,-592.29,-5.6864784603174465,ID,2025-02-16
2025-07-31,VN20,AP,-931.97,-5.683627042496811,VN,2025-08-03
2025-08-18,TW10,AP,-899.62,-5.68077066403947,TW,2025-08-24
2025-03-02,MY10,AP,-826.47,-5.673408100776893,MY,2025-03-02
2025-04-19,VN20,AP,-930.37,-5.673077459376247,VN,2025-04-20
2025-07-21,VN20,AP,-930.35,-5.672945589587241,VN,2025-07-27
2025-04-05,SS10,AP,-437.69,-5.661925656052257,SS,2025-04-06
2025-01-19,TW10,AP,-896.8,-5.661540243108521,TW,2025-01-19
2025-02-03,VN20,AP,-928.48,-5.660615764315083,VN,2025-02-09
2025-03-02,TH10,AP,-876.54,-5.659632189514858,TH,2025-03-02
2025-02-24,VN20,AP,-927.74,-5.655736582121823,VN,2025-03-02
2025-06-09,TW10,AP,-895.34,-5.651584067732925,TW,2025-06-15
2025-02-28,PH10,AP,-784.56,-5.647023768908556,PH,2025-03-02
2025-06-22,TH10,AP,-874.72,-5.646921142399529,TH,2025-06-22
2025-07-27,TW10,AP,-893.86,-5.641491506393278,TW,2025-07-27
2025-06-16,VN20,AP,-924.94,-5.637274811660838,VN,2025-06-22
2025-10-04,ID10,AP,-586.95,-5.6318399488496675,ID,2025-10-05
2025-07-07,TW10,AP,-892.27,-5.63064882225136,TW,2025-07-13
2025-03-03,MY10,AP,-820.6,-5.629976667659587,MY,2025-03-09
2025-07-24,VN20,AP,-923.4,-5.627120837907296,VN,2025-07-27
2025-07-07,VN20,AP,-923.28,-5.626329619173253,VN,2025-07-13
2025-04-12,TH10,AP,-871.68,-5.625689503261836,TH,2025-04-13
2025-02-27,MY10,AP,-819.26,-5.6200621667435415,MY,2025-03-02
2025-03-24,TW10,AP,-890.59,-5.6191924012712215,TW,2025-03-30
2025-01-06,TW10,AP,-890.19,-5.616464681990236,TW,2025-01-12
2025-07-05,TW10,AP,-890.14,-5.616123717080113,TW,2025-07-06
2025-08-18,ID10,AP,-585.03,-5.612194641355633,ID,2025-08-24
2025-04-18,TH10,AP,-869.09,-5.607600705443868,TH,2025-04-20
2025-10-17,VN20,AP,-920.09,-5.605296387826631,VN,2025-10-19
2025-05-29,TW10,AP,-887.62,-5.598939085609904,TW,2025-06-01
2025-03-10,PH10,AP,-777.67,-5.593368342209345,PH,2025-03-16
2025-05-02,MY10,AP,-814.53,-5.585065458286156,MY,2025-05-04
2025-03-27,VN20,AP,-916.08,-5.578856495130721,VN,2025-03-30
2025-01-27,MY10,AP,-813.66,-5.578628431572007,MY,2025-02-02
2025-10-06,TW10,AP,-884.59,-5.578276612056438,TW,2025-10-12
2025-07-04,TW10,AP,-884.37,-5.576776366451896,TW,2025-07-06
2025-03-24,VN20,AP,-915.59,-5.575625685300048,VN,2025-03-30
2025-04-26,PH10,AP,-773.98,-5.564632707300768,PH,2025-04-27
2025-06-22,TH10,AP,-862.9,-5.564369177068105,TH,2025-06-22
2025-10-27,TW10,AP,-882.08,-5.561160173568254,TW,2025-11-02
2025-01-13,ID10,AP,-579.41,-5.554691189211641,ID,2025-01-19
2025-03-01,TW10,AP,-880.95,-5.55345436659947,TW,2025-03-02
2025-09-13,PH10,AP,-771.78,-5.547500350444706,PH,2025-09-14
2025-04-27,TW10,AP,-879.99,-5.546907840325105,TW,2025-04-27
2025-08-29,PH10,AP,-771.59,-5.546020737807138,PH,2025-08-31
2025-10-11,VN20,AP,-910.89,-5.544636284883395,VN,2025-10-12
2025-02-10,TW10,AP,-879.55,-5.54390734911602,TW,2025-02-16
2025-02-17,TW10,AP,-878.63,-5.537633594769753,TW,2025-02-23
2025-08-14,PH10,AP,-770.15,-5.534806831501352,PH,2025-08-17
2025-09-15,VN20,AP,-909.31,-5.534218571551839,VN,2025-09-21
2025-02-23,TH10,AP,-858.57,-5.534128059480536,TH,2025-02-23
2025-09-20,VN20,AP,-909.25,-5.533822962184818,VN,2025-09-21
2025-05-11,VN20,AP,-908.06,-5.525976709738899,VN,2025-05-11
2025-01-10,TH10,AP,-856.64,-5.5206487622648295,TH,2025-01-12
2025-06-08,VN20,AP,-907.25,-5.520635983284115,VN,2025-06-08
2025-03-15,PH10,AP,-768.33,-5.520633699920428,PH,2025-03-16
2025-05-11,MY10,AP,-805.8,-5.520473224706246,MY,2025-05-11
2025-09-22,TH10,AP,-856.39,-5.518902739309427,TH,2025-09-28
2025-02-09,VN20,AP,-906.88,-5.518196392187485,VN,2025-02-09
2025-05-04,VN20,AP,-906.46,-5.515427126618337,VN,2025-05-04
2025-02-08,MY10,AP,-804.74,-5.512630410548777,MY,2025-02-09
2025-06-07,VN20,AP,-905.82,-5.511207293370112,VN,2025-06-08
2025-02-10,TH10,AP,-855.06,-5.509613897186686,TH,2025-02-16
2025-01-25,MY10,AP,-803.9,-5.506415350273047,MY,2025-01-26
2025-10-10,TH10,AP,-854.35,-5.5046551919933435,TH,2025-10-12
2025-01-04,ID10,AP,-573.75,-5.496778459828189,ID,2025-01-05
2025-09-20,ID10,AP,-573.26,-5.491764813644816,ID,2025-09-21
2025-04-05,ID10,AP,-572.98,-5.488899872968603,ID,2025-04-06
2025-08-25,TW10,AP,-870.9,-5.484920419664707,TW,2025-08-31
2025-03-28,ID10,AP,-572.54,-5.484397823334553,ID,2025-03-30
2025-08-18,TH10,AP,-850.38,-5.476928347461554,TH,2025-08-24
2025-08-08,TW10,AP,-869.65,-5.476396296911628,TW,2025-08-10
2025-07-25,TH10,AP,-850.3,-5.4763696201158245,TH,2025-07-27
2025-07-17,ID10,Tax payable,-813.86,-5.476263407779588,ID,2025-07-20
2025-09-01,PH10,AP,-762.49,-5.475155079902517,PH,2025-09-07
2025-06-07,VN20,AP,-899.87,-5.471976031140518,VN,2025-06-08
2025-07-07,TW10,AP,-868.98,-5.471827367115977,TW,2025-07-13
2025-05-19,TW10,AP,-868.33,-5.467394823284375,TW,2025-05-25
2025-05-12,VN20,AP,-899.07,-5.466701239580237,VN,2025-05-18
2025-01-13,TW10,AP,-866.59,-5.455529244412088,TW,2025-01-19
2025-01-05,VN20,AP,-897.09,-5.453646130468541,VN,2025-01-05
2025-02-10,TW10,AP,-866.1,-5.452187788292881,TW,2025-02-16
2025-06-29,TW10,AP,-866.01,-5.451574051454659,TW,2025-06-29
2025-10-27,PH10,AP,-759.35,-5.450702534207957,PH,2025-11-02
2025-01-23,TH10,AP,-846.32,-5.44857293466582,TH,2025-01-26
2025-01-10,TH10,AP,-846.32,-5.44857293466582,TH,2025-01-12
2025-03-13,MY10,AP,-795.92,-5.44737227765361,MY,2025-03-16
2025-09-11,SS10,AP,-421.77,-5.445387370783275,SS,2025-09-14
2025-06-09,MY10,AP,-795.65,-5.44537457970784,MY,2025-06-15
2025-01-06,VN20,AP,-895.64,-5.44408557076553,VN,2025-01-12
2025-03-31,TH10,AP,-845.07,-5.439842819888808,TH,2025-04-06
2025-09-28,PH10,AP,-757.83,-5.4388656331074055,PH,2025-09-28
2025-09-29,PH10,AP,-755.57,-5.421266030155269,PH,2025-10-05
2025-02-03,TW10,AP,-861.28,-5.419318770957005,TW,2025-02-09
2025-04-24,VN20,AP,-891.69,-5.418041287436641,VN,2025-04-27
2025-04-04,ID10,AP,-565.85,-5.415946205035032,ID,2025-04-06
2025-04-12,ID10,AP,-565.85,-5.415946205035032,ID,2025-04-13
2025-08-10,TH10,AP,-841.46,-5.414630248412798,TH,2025-08-10
2025-08-31,VN20,AP,-891.03,-5.413689584399409,VN,2025-08-31
2025-06-22,TH10,AP,-840.8,-5.410020747810535,TH,2025-06-22
2025-07-24,TW10,AP,-859.89,-5.40983994645558,TW,2025-07-27
2025-01-16,PH10,AP,-753.64,-5.406236280731541,PH,2025-01-19
2025-06-02,VN20,AP,-889.78,-5.4054477225864686,VN,2025-06-08
2025-10-09,ID10,AP,-564.43,-5.401416863034236,ID,2025-10-12
2025-10-20,MY10,AP,-789.64,-5.4009073032112465,MY,2025-10-26
2025-02-21,TW10,AP,-858.48,-5.400224735990107,TW,2025-02-23
2025-08-10,VN20,AP,-888.85,-5.399315777397642,VN,2025-08-10
2025-06-05,TW10,AP,-858.29,-5.398929069331638,TW,2025-06-08
2025-06-30,TW10,AP,-858.15,-5.397974367583293,TW,2025-07-06
2025-09-04,ID10,AP,-563.96,-5.396607855470593,ID,2025-09-07
2025-08-03,TW10,AP,-857.88,-5.396133157068628,TW,2025-08-03
2025-10-26,VN20,AP,-888.35,-5.396019032672466,VN,2025-10-26
2025-05-15,PH10,AP,-752.28,-5.39564536922052,PH,2025-05-18
2025-07-03,PH10,AP,-752.05,-5.393854259185568,PH,2025-07-06
2025-01-16,VN20,AP,-887.5,-5.390414566639667,VN,2025-01-19
2025-08-18,TW10,AP,-856.6,-5.387404455369475,TW,2025-08-24
2025-07-21,MY10,AP,-787.17,-5.382632066448087,MY,2025-07-27
2025-03-07,TW10,AP,-855.46,-5.379630455418666,TW,2025-03-09
2025-09-05,MY10,AP,-785.43,-5.369758013019789,MY,2025-09-07
2025-08-25,ID10,AP,-561.12,-5.367549171469002,ID,2025-08-31
2025-06-02,MY10,AP,-784.7,-5.364356829684929,MY,2025-06-08
2025-07-28,TW10,AP,-853.13,-5.363741490606925,TW,2025-08-03
2025-04-28,TH10,AP,-833.64,-5.360014650367811,TH,2025-05-04
2025-01-06,MY10,AP,-782.73,-5.349781033562086,MY,2025-01-12
2025-09-05,TW10,AP,-850.52,-5.345943122298494,TW,2025-09-07
2025-07-28,PH10,AP,-745.53,-5.343080183412148,PH,2025-08-03
2025-09-13,VN20,AP,-880.28,-5.342809572808127,VN,2025-09-14
2025-02-08,ID10,AP,-558.52,-5.340946150904165,ID,2025-02-09
2025-05-03,MY10,AP,-781.49,-5.340606420774103,MY,2025-05-04
2025-09-14,SS10,AP,-413.94,-5.338886442789801,SS,2025-09-14
2025-10-24,TH10,AP,-829.8,-5.33319573777283,TH,2025-10-26
2025-02-03,VN20,AP,-878.82,-5.333183078210614,VN,2025-02-09
2025-06-12,ID10,Tax payable,-793.69,-5.332465070610107,ID,2025-06-15
2025-08-21,TH10,AP,-829.42,-5.330541782880618,TH,2025-08-24
2025-07-14,ID10,AP,-557.22,-5.327644640621748,ID,2025-07-20
2025-04-13,MY10,AP,-779.15,-5.323293038577425,MY,2025-04-13
2025-10-18,TW10,AP,-847.18,-5.3231666663022645,TW,2025-10-19
2025-07-17,ID10,Tax payable,-792.16,-5.321557214592789,ID,2025-07-20
2025-08-18,ID10,AP,-556.18,-5.317003432395812,ID,2025-08-24
2025-10-30,TW10,AP,-845.5,-5.311710245322125,TW,2025-11-02
2025-08-10,TH10,AP,-826.37,-5.309240302824709,TH,2025-08-10
2025-01-03,TW10,AP,-844.87,-5.307414087454573,TW,2025-01-05
2025-03-24,PH10,AP,-740.76,-5.305934118774232,PH,2025-03-30
2025-01-19,TW10,AP,-844.65,-5.305913841850031,TW,2025-01-19
2025-05-03,TW10,AP,-844.33,-5.303731666425243,TW,2025-05-04
2025-06-30,TW10,AP,-840.7,-5.278977613950299,TW,2025-07-06
2025-05-04,VN20,AP,-870.55,-5.278654920456204,VN,2025-05-04
2025-08-28,TH10,AP,-821.84,-5.277602366872819,TH,2025-08-31
2025-05-19,VN20,AP,-870.25,-5.276676873621099,VN,2025-05-25
2025-02-27,PH10,AP,-736.89,-5.275796745577433,PH,2025-03-02
2025-01-03,VN20,AP,-869.84,-5.273973542946455,VN,2025-01-05
2025-09-05,VN20,AP,-869.43,-5.27127021227181,VN,2025-09-07
2025-03-24,TH10,AP,-820.37,-5.267335751895053,TH,2025-03-30
2025-03-06,SS10,AP,-408.42,-5.263805328802063,SS,2025-03-09
2025-07-12,VN20,AP,-868.04,-5.262105261935821,VN,2025-07-13
2025-07-20,VN20,Bank charges,-2.08791,-5.257546236293903,VN,2025-07-20
2025-05-22,TW10,AP,-837.34,-5.256064771990021,TW,2025-05-25
2025-04-14,TW10,AP,-836.55,-5.250677526410073,TW,2025-04-20
2025-06-22,VN20,AP,-866.3,-5.250632590292209,VN,2025-06-22
2025-05-24,TW10,AP,-836.46,-5.250063789571852,TW,2025-05-25
2025-02-08,ID10,AP,-549.49,-5.248551814096292,ID,2025-02-09
2025-08-15,TW10,AP,-835.99,-5.246858719416694,TW,2025-08-17
2025-04-21,VN20,AP,-865.39,-5.244632514892389,VN,2025-04-27
2025-03-10,KR10,Tax payable,-831.53,-5.2441166197097004,KR,2025-03-16
2025-05-17,TW10,AP,-835.37,-5.242630754531167,TW,2025-05-18
2025-07-12,VN20,AP,-864.4,-5.238104960336541,VN,2025-07-13
2025-05-23,VN20,AP,-863.27,-5.230654317257644,VN,2025-05-25
2025-05-22,TH10,AP,-814.99,-5.229761337894794,TH,2025-05-25
2025-09-14,VN20,AP,-862.58,-5.226104809536901,VN,2025-09-14
2025-08-25,TW10,AP,-831.6,-5.216922000307878,TW,2025-08-31
2025-08-07,TW10,AP,-831.17,-5.213989702080818,TW,2025-08-10
2025-08-04,ID10,AP,-546.07,-5.213558610122545,ID,2025-08-10
2025-01-18,VN20,AP,-860.5,-5.212390351480169,VN,2025-01-19
2025-10-16,ID10,AP,-545.95,-5.212330778404168,ID,2025-10-19
2025-01-25,TH10,AP,-812.45,-5.212021744667905,TH,2025-01-26
2025-08-22,TW10,AP,-830.82,-5.211602947709956,TW,2025-08-24
2025-07-26,KR10,AP,-998.93,-5.211121942286935,KR,2025-07-27
2025-10-11,TH10,AP,-812.3,-5.210974130894663,TH,2025-10-12
2025-08-17,VN20,AP,-860.1,-5.209752955700028,VN,2025-08-17
2025-05-19,PH10,AP,-728.36,-5.20936992558552,PH,2025-05-25
2025-05-04,VN20,AP,-859.91,-5.208500192704461,VN,2025-05-04
2025-08-29,KR10,AP,-998.41,-5.208150119906233,KR,2025-08-31
2025-08-09,KR10,AP,-998.35,-5.207807217323845,KR,2025-08-10
2025-05-02,PH10,AP,-728.05,-5.206955820755801,PH,2025-05-04
2025-03-20,VN20,AP,-859.66,-5.206851820341873,VN,2025-03-23
2025-09-28,TW10,AP,-829.87,-5.205124614417615,TW,2025-09-28
2025-07-17,PH10,AP,-727.25,-5.2007258728081425,PH,2025-07-20
2025-04-10,TH10,AP,-810.6,-5.199101174797928,TH,2025-04-13
2025-04-14,KR10,AP,-994.96,-5.188433221418883,KR,2025-04-20
2025-04-19,VN20,AP,-856.37,-5.185159240050216,VN,2025-04-20
2025-09-05,VN20,AP,-856.01,-5.182785583848089,VN,2025-09-07
2025-09-05,TW10,AP,-826.59,-5.182757316313534,TW,2025-09-07
2025-01-09,PH10,Other receipt,754.77,5.182472895527149,PH,2025-01-12
2025-02-22,KR10,AP,-993.26,-5.178717648251203,KR,2025-02-23
2025-10-31,PH10,AP,-724.14,-5.176506950161619,PH,2025-11-02
2025-03-13,KR10,AP,-992.76,-5.175860126731297,KR,2025-03-16
2025-05-15,TW10,AP,-824.48,-5.168368597106335,TW,2025-05-18
2025-07-27,TH10,AP,-806.09,-5.1676029206824685,TH,2025-07-27
2025-02-21,MY10,AP,-757.93,-5.166288777802432,MY,2025-02-23
2025-08-25,VN20,AP,-852.36,-5.158719347354306,VN,2025-08-31
2025-07-06,VN20,AP,-852.28,-5.158191868198277,VN,2025-07-06
2025-02-10,ID10,AP,-540.61,-5.1576922669363885,ID,2025-02-16
2025-01-12,VN20,AP,-852.09,-5.156939105202711,VN,2025-01-12
2025-01-04,KR10,AP,-988.96,-5.1541429631800115,KR,2025-01-05
2025-02-20,TH10,AP,-804.12,-5.153844259793898,TH,2025-02-23
2025-06-13,TH10,AP,-804.08,-5.153564896121034,TH,2025-06-15
2025-06-27,KR10,AP,-988.74,-5.152885653711253,KR,2025-06-29
2025-07-07,KR10,AP,-988.61,-5.152142698116077,KR,2025-07-13
2025-06-14,KR10,AP,-988.39,-5.1508853886473185,KR,2025-06-15
2025-02-09,MY10,AP,-755.74,-5.150085227797851,MY,2025-02-09
2025-02-03,MY10,AP,-755.35,-5.147199664098404,MY,2025-02-09
2025-09-27,KR10,AP,-987.69,-5.146884858519451,KR,2025-09-28
2025-07-21,VN20,Bank charges,-2.04573,-5.146006242430466,VN,2025-07-27
2025-09-27,MY10,AP,-755.17,-5.14586786546789,MY,2025-09-28
2025-08-02,PH10,AP,-719.32,-5.138971513776975,PH,2025-08-03
2025-07-03,TH10,AP,-801.65,-5.136593552994523,TH,2025-07-06
2025-08-02,ID10,AP,-538.23,-5.133340271188576,ID,2025-08-03
2025-02-02,MY10,AP,-753.16,-5.130996114093821,MY,2025-02-02
2025-05-23,TH10,AP,-800.82,-5.130796756782587,TH,2025-05-25
2025-04-12,PH10,AP,-718.2,-5.130249586650252,PH,2025-04-13
2025-08-31,ID10,AP,-537.55,-5.126382558117772,ID,2025-08-31
2025-10-13,ID10,AP,-537.11,-5.121880508483724,ID,2025-10-19
2025-05-15,TH10,AP,-799.48,-5.12143807374163,TH,2025-05-18
2025-02-20,TW10,AP,-816.14,-5.111495650097786,TW,2025-02-23
2025-05-18,KR10,AP,-981.22,-5.109908530051868,KR,2025-05-18
2025-06-20,VN20,AP,-844.47,-5.10669671559103,VN,2025-06-22
2025-10-03,PH10,AP,-715.05,-5.105719166606344,PH,2025-10-05
2025-01-13,KR10,AP,-980.48,-5.105679398202407,KR,2025-01-19
2025-07-24,TW10,AP,-815.16,-5.104812737859372,TW,2025-07-27
2025-10-02,TW10,AP,-815.1,-5.104403579967224,TW,2025-10-05
2025-05-09,TW10,AP,-814.86,-5.102766948398632,TW,2025-05-11
2025-07-04,TW10,AP,-814.82,-5.102494176470534,TW,2025-07-06
2025-10-11,TW10,AP,-814.78,-5.102221404542435,TW,2025-10-12
2025-07-10,ID10,Tax payable,-761.38,-5.10211681706792,ID,2025-07-13
2025-04-21,TW10,AP,-814.58,-5.100857544901943,TW,2025-04-27
2025-05-04,PH10,AP,-714.22,-5.099255595610648,PH,2025-05-04
2025-07-21,TH10,AP,-796.22,-5.098669934403183,TH,2025-07-27
2025-01-16,ID10,Other receipt,619.31,5.09853866992339,ID,2025-01-19
2025-10-20,PH10,AP,-713.91,-5.096841490780931,PH,2025-10-26
2025-08-11,TW10,AP,-813.57,-5.093970053717454,TW,2025-08-17
2025-09-05,KR10,AP,-978.0,-5.091506091463674,KR,2025-09-07
2025-02-20,VN20,Bank charges,-2.02464,-5.090236245498748,VN,2025-02-23
2025-04-13,VN20,Bank charges,-2.02464,-5.090236245498748,VN,2025-04-13
2025-03-20,TH10,AP,-794.67,-5.087844592079688,TH,2025-03-23
2025-10-25,PH10,AP,-712.44,-5.0853939614271075,PH,2025-10-26
2025-09-13,ID10,AP,-533.51,-5.085045556932411,ID,2025-09-14
2025-04-21,KR10,AP,-976.84,-5.084876641537492,KR,2025-04-27
2025-06-21,VN20,AP,-840.69,-5.0817733254687,VN,2025-06-22
2025-03-13,KR10,AP,-976.21,-5.081276164422411,KR,2025-03-16
2025-04-24,TW10,AP,-811.64,-5.080808808186699,TW,2025-04-27
2025-10-18,TW10,AP,-811.55,-5.080195071348477,TW,2025-10-19
2025-03-03,KR10,AP,-975.17,-5.075332519661006,KR,2025-03-09
2025-02-21,PH10,AP,-711.14,-5.075270296012162,PH,2025-02-23
2025-04-14,TW10,AP,-810.61,-5.073784931038161,TW,2025-04-20
2025-08-15,TW10,AP,-810.36,-5.072080106487545,TW,2025-08-17
2025-10-18,KR10,AP,-974.18,-5.069674627051592,KR,2025-10-19
2025-03-24,TH10,AP,-792.06,-5.069616112425287,TH,2025-03-30
2025-09-01,TW10,AP,-809.99,-5.069556966152634,TW,2025-09-07
2025-07-18,ID10,AP,-531.97,-5.069288383213239,ID,2025-07-20
2025-06-27,ID10,AP,-531.8,-5.067548954945537,ID,2025-06-29
2025-03-03,KR10,AP,-973.05,-5.063216628416605,KR,2025-03-09
2025-05-29,VN20,AP,-837.76,-5.06245440137917,VN,2025-06-01
2025-06-23,KR10,AP,-972.81,-5.06184501808705,KR,2025-06-29
2025-02-20,TW10,AP,-807.64,-5.053531615376843,TW,2025-02-23
2025-06-02,KR10,AP,-970.71,-5.049843427703446,KR,2025-06-08
2025-06-23,TH10,AP,-788.9,-5.047546382269001,TH,2025-06-29
2025-01-13,TW10,AP,-806.73,-5.0473260540126015,TW,2025-01-19
2025-10-06,TW10,AP,-806.24,-5.043984597893394,TW,2025-10-12
2025-03-13,KR10,AP,-969.68,-5.043956933372439,KR,2025-03-16
2025-10-27,TW10,AP,-806.21,-5.04378001894732,TW,2025-11-02
2025-06-09,TW10,AP,-806.09,-5.042961703163025,TW,2025-06-15
2025-06-28,TW10,AP,-805.33,-5.037779036529152,TW,2025-06-29
2025-09-15,TW10,AP,-804.98,-5.0353922821582895,TW,2025-09-21
2025-01-10,VN20,Bank charges,-2.00355,-5.034466248567029,VN,2025-01-12
